"experiment_group","customer_id","customer_name","signup_date","device","total_transaction","total_session"
A,16560,Michael Solis,"2023-03-29",mobile,631.47,4
B,16563,Scott Sullivan,"2021-03-28",mobile,116.69,2
B,16567,Kelly Salas,"2021-11-17",mobile,44.09,5
B,16571,Robert Arnold,"2021-04-14",mobile,69.53,2
A,16572,Steven Miller,"2025-01-18",mobile,239.26,5
A,16574,Sarah Flynn,"2024-05-06",mobile,19.76,2
B,16583,Sophia Juarez,"2023-07-10",mobile,270.55,5
B,16585,Robert Reed,"2023-07-02",mobile,112.0,3
A,16598,Wayne Anderson,"2025-02-07",mobile,61.65,5
A,16602,Lisa Orr,"2020-06-20",mobile,36.13,3
B,16605,Mrs. Melissa Joseph,"2025-08-11",mobile,249.53,5
A,16608,Jennifer Casey,"2022-10-23",mobile,290.27,5
A,16610,Jennifer Adkins,"2020-06-10",mobile,33.97,5
A,16614,Vincent Carey,"2022-12-01",mobile,137.38,6
A,16616,Emily Hart,"2025-10-15",mobile,108.78,2
A,16618,Sherry Nunez,"2021-11-29",mobile,153.44,3
B,16623,Stephanie Barnett,"2023-09-18",mobile,41.35,5
B,16627,Kelsey Hancock,"2022-09-05",mobile,138.63,5
B,16631,Joshua Fitzpatrick,"2020-05-08",mobile,47.65,2
A,16632,Chad Floyd,"2021-11-11",mobile,656.59,5
A,16640,Ryan Howard,"2020-10-24",mobile,52.87,2
A,16642,Christopher Martinez,"2021-11-28",mobile,200.84,6
B,16645,Frank Solomon,"2021-11-26",mobile,17.58,2
B,16651,Karen Rogers,"2023-10-03",mobile,115.18,7
B,16653,Veronica Rice,"2020-04-02",mobile,170.12,2
A,16654,James Pearson,"2020-01-09",mobile,73.63,4
A,16656,Taylor Gonzales,"2024-08-04",mobile,76.08,4
A,16658,Samantha Diaz,"2020-11-13",mobile,426.37,3
A,16664,Timothy Moreno,"2025-02-23",mobile,37.66,3
B,16665,Paul Farrell,"2023-10-06",mobile,61.11,4
A,16668,Shane Leonard,"2024-12-10",mobile,192.99,3
B,16675,Spencer Smith,"2021-11-24",mobile,302.13,3
B,16679,James Byrd,"2024-06-13",mobile,422.66,2
B,16681,Robin Martinez,"2021-07-09",mobile,48.5,3
B,16685,Paul Oneill,"2022-09-20",mobile,285.65,6
A,16686,Elizabeth Cook,"2021-10-23",mobile,53.43,6
B,16687,Tiffany Watson,"2021-12-30",mobile,31.38,5
B,16691,Victoria Benjamin,"2021-04-22",mobile,173.0,4
B,16693,Jonathan Stevens,"2021-05-10",mobile,116.39,5
A,16694,Andrew Wells,"2024-06-05",mobile,249.86,6
B,16699,Laura Davenport,"2024-08-21",mobile,390.25,4
B,16703,Veronica Alexander,"2022-10-11",mobile,34.18,3
B,16709,Bethany Hudson,"2023-06-14",mobile,155.91,3
A,16712,Crystal Williams,"2021-03-30",mobile,170.34,4
A,16718,Brian Miller,"2021-10-30",mobile,403.12,7
B,16719,Jeff Lynch,"2024-01-19",mobile,182.25,3
B,16721,Mr. David Mejia,"2020-09-25",mobile,224.36,4
A,16722,Laura Mack,"2023-04-20",mobile,19.5,5
A,16724,Jason Gonzalez,"2023-07-07",mobile,135.56,10
B,16727,Sean Mann,"2024-05-03",mobile,66.22,4
A,16728,Abigail White,"2022-07-02",mobile,101.63,2
A,16730,Jeffrey Wagner IV,"2022-06-30",mobile,66.06,5
B,16735,Kristin Robertson,"2022-05-30",mobile,198.15,2
A,16736,John Lopez,"2023-05-11",mobile,33.06,5
B,16737,Lisa Thompson,"2023-11-08",mobile,325.07,5
A,16748,Chelsea Blankenship,"2022-03-23",mobile,301.69,4
B,16749,Danielle Brown,"2023-02-05",mobile,303.88,8
A,16754,Andrea Cline,"2022-04-09",mobile,239.33,4
B,16755,Amy Martin,"2024-10-27",mobile,376.88,5
B,16757,Bethany Sullivan,"2023-07-05",mobile,39.6,3
B,16759,Elizabeth Maxwell,"2021-11-29",mobile,78.42,4
B,16763,Chris Diaz,"2025-02-05",mobile,226.53,5
A,16768,Cassie Trujillo,"2022-03-19",mobile,121.75,4
A,16772,Amy Bailey,"2022-10-24",mobile,679.19,2
B,16773,Robert Stout,"2020-04-29",mobile,356.86,5
B,16777,Emily Reeves,"2023-05-27",mobile,395.67,6
A,16778,Amanda Smith,"2023-03-23",mobile,100.19,3
B,16779,Bradley Davis,"2025-05-21",mobile,124.97,2
B,16783,Gregory Bryan,"2024-04-30",mobile,10.91,6
A,16786,Sophia Riley,"2020-04-11",mobile,72.46,7
B,16793,Craig Mills,"2022-07-24",mobile,104.72,3
A,16796,Christina Bishop,"2022-02-02",mobile,205.81,3
B,16797,Robert Mcintyre,"2021-07-06",mobile,814.19,5
A,16798,Brian Mosley PhD,"2020-07-13",mobile,82.43,3
B,16801,Joseph Hicks,"2022-05-25",mobile,208.24,4
A,16802,Kimberly Bailey,"2023-05-04",mobile,286.57,5
A,16804,Adam Butler,"2022-03-03",mobile,80.17,4
B,16805,Elizabeth Wood,"2024-08-26",mobile,43.53,3
A,16806,Kristen Krueger,"2020-05-08",mobile,480.35,8
B,16809,Kimberly Knapp,"2024-04-10",mobile,478.76,5
A,16818,Ronald Gross,"2021-08-08",mobile,165.75,5
A,16820,Eric Compton,"2021-04-07",mobile,92.7,5
A,16832,Sandy Flores,"2024-03-30",mobile,30.17,3
B,16837,Robert Miller,"2024-09-11",mobile,317.93,2
B,16843,Adam Jenkins,"2023-09-05",mobile,371.87,6
A,16846,Krystal Vazquez,"2022-09-15",mobile,346.51,3
A,16848,Alejandro Moyer,"2024-05-15",mobile,196.03,5
A,16850,Grace Wells,"2021-10-08",mobile,39.88,3
B,16853,Laura Cohen,"2021-10-04",mobile,125.5,4
B,16855,Mr. John Berger,"2023-02-08",mobile,510.32,5
A,16856,Daniel Leonard,"2022-01-15",mobile,55.88,3
A,16860,Ashley Wade,"2025-08-01",mobile,84.54,3
B,16861,Brian Barker,"2021-04-11",mobile,69.69,4
B,16863,Jonathan Smith,"2024-08-12",mobile,624.7,3
A,16866,Jacqueline Roberts,"2020-04-16",mobile,192.77,6
B,16867,Denise Trevino,"2023-10-29",mobile,236.19,2
A,16872,Tracy Marquez,"2025-02-12",mobile,49.5,3
B,16875,Kristen Williams,"2022-11-08",mobile,131.57,2
B,16877,Perry Williams,"2025-06-11",mobile,544.18,9
B,16883,Micheal Everett,"2021-10-09",mobile,144.47,6
A,16888,Jessica Sweeney,"2024-06-07",mobile,12.02,3
A,16892,Oscar Thomas,"2021-05-03",mobile,137.61,3
B,16893,Jessica Brown,"2024-01-13",mobile,240.84,5
A,16896,Nicole Benson,"2025-03-31",mobile,251.1,2
B,16897,Matthew Harper,"2020-01-21",mobile,264.99,3
B,16899,Carol Taylor,"2020-01-25",mobile,308.44,6
B,16905,Todd Chang,"2022-03-19",mobile,506.29,7
B,16907,Joshua Olson,"2023-04-24",mobile,139.61,4
A,16908,Deborah Price,"2021-12-30",mobile,15.24,2
A,16910,Ronald Williams,"2024-12-02",mobile,156.62,3
A,16912,Emily Gardner,"2020-11-20",mobile,268.26,9
B,16913,Bill Olsen,"2022-09-27",mobile,430.77,7
B,16919,Christopher Gomez,"2020-08-11",mobile,161.78,7
A,16920,Diane Huang,"2022-12-03",mobile,77.31,6
B,16925,Thomas Robles,"2022-01-16",mobile,171.62,5
A,16926,Robert Donovan II,"2024-07-27",mobile,29.68,4
A,16930,Joshua Francis,"2022-06-25",mobile,26.29,5
B,16931,Adrian Gomez,"2025-01-29",mobile,240.1,2
A,16932,Wendy Ferguson,"2022-09-26",mobile,191.09,7
B,16935,Benjamin Hicks,"2020-03-24",mobile,162.71,4
B,16937,Nathan Ashley,"2025-09-14",mobile,95.33,3
A,16940,Courtney Gonzalez,"2021-12-25",mobile,436.67,7
A,16942,Tony White,"2023-11-01",mobile,215.12,2
B,16945,Angela Smith,"2024-12-21",mobile,115.2,3
A,16948,Steven Welch,"2024-03-19",mobile,110.36,4
A,16950,Chad Tran,"2023-04-19",mobile,159.2,6
B,16951,Gina Meyers,"2021-08-16",mobile,332.96,8
A,16952,Charles Calhoun,"2021-03-15",mobile,96.53,4
B,16959,Madeline Jones,"2020-10-20",mobile,293.44,3
A,16962,Paula Lee,"2021-07-11",mobile,541.0,2
B,16963,Charles Jackson,"2025-03-09",mobile,100.74,2
B,16965,Kimberly Rocha,"2024-02-11",mobile,51.57,7
B,16971,Patricia Banks,"2025-01-05",mobile,174.31,3
B,16973,Alexander Norton,"2023-05-23",mobile,242.02,2
A,16980,Ashley Leach,"2023-03-16",mobile,67.23,2
A,16982,Curtis Hunter,"2024-11-05",mobile,45.0,6
B,16989,Dana Olson,"2021-05-25",mobile,206.04,5
A,16990,Steven Anderson,"2023-02-24",mobile,59.33,3
B,16991,Alexander Hernandez,"2021-07-14",mobile,223.55,2
A,16994,Tyrone Montoya,"2023-05-29",mobile,490.83,4
B,16995,Corey Gaines DVM,"2023-01-21",mobile,128.45,3
A,16998,Aaron Wong,"2021-05-19",mobile,258.37,2
B,17001,Janet Martin,"2020-02-08",mobile,160.52,4
A,17008,Darrell Greer,"2024-06-02",mobile,545.88,8
A,17010,Jacob Campbell,"2023-03-13",mobile,250.17,4
A,17012,Harry Simon,"2024-12-16",mobile,17.47,3
B,17015,Crystal Chung,"2021-02-27",mobile,251.96,4
A,17016,Todd Dixon,"2020-09-26",mobile,2036.38,5
A,17024,Jessica Harris,"2021-06-15",mobile,227.17,3
A,17030,Paul Underwood,"2020-05-22",mobile,112.38,6
B,17033,Melissa Miller,"2024-07-16",mobile,215.78,3
A,17034,Matthew Garcia,"2025-01-16",mobile,146.89,2
A,17036,Michael Hill,"2021-08-22",mobile,18.59,3
A,17040,Cody Perez,"2025-05-14",mobile,532.85,5
A,17042,Michael Key,"2020-10-13",mobile,1137.89,8
B,17045,Brad Jones,"2022-04-22",mobile,430.71,7
B,17049,Maria Smith,"2020-06-11",mobile,18.19,2
A,17050,Douglas Allen,"2022-01-10",mobile,204.79,2
A,17052,Hannah Thomas,"2021-12-17",mobile,298.14,5
A,17054,John Vance,"2022-06-29",mobile,190.41,2
B,17055,Hannah Jones,"2023-10-27",mobile,183.66,6
B,17061,Chelsea Zavala,"2022-10-28",mobile,55.05,3
B,17063,Madison Mueller,"2020-06-19",mobile,55.39,4
A,17064,Justin Barnett,"2024-07-15",mobile,117.44,2
A,17070,Natalie Donaldson,"2024-12-01",mobile,239.17,4
A,17072,Kenneth Garcia,"2021-09-21",mobile,128.97,3
B,17073,William Carter,"2024-09-17",mobile,358.66,4
A,17078,John Mcclain,"2025-06-01",mobile,235.5,2
B,17083,Donald Clark,"2025-07-01",mobile,254.33,6
A,17084,Christine Bradley,"2021-02-06",mobile,851.0,4
A,17090,Lacey Evans,"2021-08-21",mobile,64.87,3
B,17091,Dennis Johnson,"2020-10-16",mobile,263.3,6
B,17095,Vincent Rodriguez,"2023-11-24",mobile,225.07,2
B,17097,Johnny Kennedy,"2020-06-28",mobile,201.68,6
A,17102,Michael Sharp,"2025-08-06",mobile,40.23,4
A,17104,Darren Smith,"2020-03-09",mobile,245.85,5
B,17105,Timothy Martinez,"2020-11-11",mobile,93.33,4
A,17110,Jeffrey Nelson,"2022-05-24",mobile,51.78,2
B,17115,Edward Gonzalez,"2025-03-01",mobile,103.53,2
B,17117,Jennifer Dunn,"2024-09-28",mobile,750.75,3
A,17118,Jennifer Vega,"2020-04-06",mobile,120.89,8
A,17120,Regina Richardson,"2025-09-09",mobile,151.15,3
A,17122,Mark Houston,"2023-01-16",mobile,17.82,8
B,17125,Anna Rodriguez,"2021-11-02",mobile,125.11,5
B,17127,Olivia Tyler,"2023-10-24",mobile,499.59,2
A,17128,Allison Brown,"2021-01-21",mobile,164.41,5
A,17130,Jessica Bennett,"2022-10-23",mobile,116.9,5
A,17136,Patricia Thompson PhD,"2024-01-01",mobile,202.51,6
B,17137,Jorge Ellis,"2022-05-09",mobile,61.49,4
A,17138,Nicholas Reyes,"2020-07-11",mobile,192.16,6
B,17141,Melissa Martin,"2025-07-16",mobile,705.61,5
B,17147,Troy Hurst,"2025-03-11",mobile,96.87,5
B,17149,Erica Duke,"2024-10-25",mobile,138.98,3
A,17156,Ms. Margaret Bailey MD,"2021-01-13",mobile,64.23,6
B,17161,Mr. Austin Stein MD,"2021-12-18",mobile,54.63,3
B,17175,Lauren Lee,"2021-06-23",mobile,88.29,3
A,17176,Sarah Clark,"2024-07-19",mobile,361.31,2
A,17178,Angela Ferrell,"2022-03-19",mobile,103.91,3
A,17180,Michele Smith,"2021-10-31",mobile,265.04,7
B,17183,Isaiah Woods,"2025-04-27",mobile,139.8,6
A,17186,Scott Stark MD,"2022-03-08",mobile,47.99,4
B,17193,Cole Murray,"2020-01-04",mobile,825.21,4
B,17195,Keith Anderson,"2023-09-26",mobile,86.05,4
A,17198,Bobby Martinez,"2023-04-20",mobile,365.06,6
A,17204,Cindy Hogan,"2024-07-19",mobile,574.9,5
B,17207,James Meyer,"2022-05-13",mobile,64.77,4
B,17209,Autumn Figueroa,"2025-03-31",mobile,296.93,3
B,17219,Amber Parker,"2020-07-01",mobile,65.73,3
A,17222,Angelica Morris,"2024-09-11",mobile,263.92,4
B,17223,Michael James,"2023-05-25",mobile,67.93,9
A,17224,Jacob Lopez,"2025-02-27",mobile,649.69,5
A,17232,John Marks,"2022-03-16",mobile,46.11,5
B,17233,Robert Scott,"2022-01-29",mobile,124.71,4
A,17240,George Flores,"2020-10-10",mobile,112.37,4
B,17241,Eric Shaffer,"2021-06-27",mobile,75.06,5
B,17243,Glenn Cox,"2021-08-04",mobile,1001.01,5
B,17245,Nicole Holloway,"2020-04-02",mobile,85.81,3
A,17246,Dennis Ferguson,"2024-07-05",mobile,172.31,4
B,17253,Nathan Parker,"2025-04-24",mobile,312.97,4
A,17254,Tanya Stewart,"2025-05-24",mobile,47.44,3
B,17257,Tina Young,"2022-06-22",mobile,43.86,2
B,17263,Krystal Rice,"2022-08-25",mobile,336.68,5
A,17264,Michele Fry,"2021-03-23",mobile,265.24,3
A,17266,Curtis Sharp,"2020-03-21",mobile,134.71,2
A,17274,Daniel Green,"2021-02-02",mobile,156.98,6
B,17275,Gregory Lloyd,"2025-09-04",mobile,52.27,3
A,17276,Kathryn Thomas,"2020-07-18",mobile,472.28,7
B,17277,Michelle Thompson,"2024-01-25",mobile,10.18,3
A,17278,Cynthia Brown MD,"2022-01-11",mobile,138.34,4
B,17281,Donna Smith,"2020-07-11",mobile,681.04,4
A,17282,Justin Vega,"2021-02-25",mobile,60.02,2
B,17283,Erin Martinez,"2025-10-27",mobile,181.9,4
A,17284,Kristin Cook,"2025-07-20",mobile,175.87,4
B,17285,George Robinson,"2022-06-07",mobile,27.52,3
A,17286,Amy Benitez,"2025-07-01",mobile,711.8,3
B,17289,Lisa Johnson,"2021-07-24",mobile,892.14,6
A,17294,David Abbott,"2020-04-03",mobile,40.17,7
B,17295,Lisa Barker,"2023-07-16",mobile,30.8,3
B,17297,Caroline Sanchez,"2020-11-16",mobile,81.23,2
B,17299,Ronald Thompson,"2025-05-07",mobile,493.37,2
A,17302,Tony Lester,"2024-08-26",mobile,181.07,6
A,17304,Hannah Sullivan,"2021-06-30",mobile,461.58,6
A,17306,William Hernandez DVM,"2020-10-24",mobile,33.64,6
B,17313,Tammy Turner,"2022-01-13",mobile,426.95,4
A,17316,Steven Montes,"2024-04-08",mobile,113.17,5
B,17319,Lindsey Jackson,"2022-02-13",mobile,122.83,4
A,17320,Morgan Cooper,"2024-08-26",mobile,247.91,7
B,17321,Jennifer Charles,"2021-06-22",mobile,12.51,4
A,17324,Megan Osborne,"2020-02-02",mobile,16.99,4
B,17329,Linda Oneill,"2023-11-29",mobile,271.86,4
B,17331,Darlene Trujillo,"2022-09-15",mobile,223.87,8
B,17333,Alexis Green,"2020-06-09",mobile,214.22,6
B,17337,Stephanie Ochoa,"2024-07-04",mobile,151.16,7
A,17338,Mrs. Shannon Gardner,"2023-01-03",mobile,86.46,2
B,17341,Patricia Medina,"2023-01-22",mobile,32.45,4
B,17345,Kevin Klein,"2025-07-11",mobile,136.38,5
A,17346,William Harvey,"2020-12-10",mobile,34.32,4
A,17348,Misty Day,"2023-04-30",mobile,268.09,6
B,17349,Brenda Jones,"2024-04-11",mobile,44.44,6
B,17351,Mary Stone,"2023-07-21",mobile,141.13,3
B,17355,Amy Wright,"2023-06-23",mobile,216.08,3
A,17356,Sheila Ramirez,"2023-05-27",mobile,133.38,2
B,17363,Adam Mullen,"2022-01-15",mobile,500.78,5
B,17367,Joshua Barr,"2022-06-09",mobile,191.93,2
B,17369,Carrie Martinez,"2024-10-05",mobile,27.22,4
B,17373,Robert Mitchell DDS,"2022-07-05",mobile,126.5,3
B,17377,Katherine Conner,"2022-08-21",mobile,68.05,5
B,17379,John Thomas,"2024-07-06",mobile,364.58,2
A,17380,Christina Summers,"2023-12-23",mobile,349.14,3
B,17381,Michael Flores,"2025-02-23",mobile,875.79,3
B,17383,Jason Rodriguez,"2022-01-31",mobile,31.93,5
A,17384,Brandon Evans,"2023-07-27",mobile,1135.53,2
A,17386,Anna Reynolds,"2020-08-15",mobile,61.16,4
B,17387,John Wong,"2025-07-22",mobile,312.4,8
A,17388,Rachel Wright,"2025-05-05",mobile,90.33,3
B,17399,Tammy Hoffman,"2025-03-31",mobile,26.85,2
A,17400,Monica Davis,"2025-02-08",mobile,114.95,3
A,17402,Natasha Hall,"2022-05-01",mobile,321.96,6
A,17404,Emily Hardin,"2025-08-29",mobile,36.0,2
B,17405,Patricia Jones,"2020-05-31",mobile,173.42,4
B,17407,Jamie Brown,"2021-07-07",mobile,32.05,4
B,17409,Erin Hall,"2022-08-18",mobile,146.07,4
A,17410,Brittany Smith,"2024-01-11",mobile,472.56,6
B,17419,John Burke,"2023-12-08",mobile,224.99,3
B,17421,Maria Lewis MD,"2024-07-17",mobile,83.78,5
B,17423,Mary Black,"2020-08-02",mobile,140.85,4
A,17424,Kimberly Johns,"2024-09-20",mobile,198.45,4
B,17425,Lauren Todd,"2024-02-22",mobile,588.97,4
A,17428,Justin Cross,"2021-12-16",mobile,146.24,4
B,17429,Thomas Howard,"2021-05-21",mobile,32.41,4
B,17437,Lindsey Brown,"2025-09-29",mobile,29.23,3
B,17443,Misty King,"2025-06-10",mobile,170.92,2
A,17444,Jo Medina,"2023-09-13",mobile,185.34,3
B,17447,Mark Williams,"2022-11-30",mobile,84.05,3
B,17449,Misty Martin,"2021-08-06",mobile,261.42,4
A,17456,Dustin Cordova,"2024-04-08",mobile,474.69,10
B,17457,Sue Guerrero,"2025-10-12",mobile,33.47,2
A,17458,Jenny Smith,"2020-02-12",mobile,269.76,5
B,17463,Kyle Christian,"2025-10-11",mobile,109.55,4
B,17465,Jasmine Smith,"2023-03-13",mobile,104.23,4
B,17467,Nicholas Moore,"2025-02-04",mobile,384.59,4
B,17469,Benjamin Ford,"2022-01-04",mobile,194.26,2
A,17472,Heather Lee,"2020-01-15",mobile,337.28,3
B,17473,William Mcdonald,"2025-10-08",mobile,73.87,4
B,17477,Ashley Richardson,"2023-05-17",mobile,112.25,7
B,17479,Matthew Mcmillan,"2025-04-27",mobile,59.73,7
B,17483,Peter Cook,"2021-12-31",mobile,138.22,2
A,17484,Mr. Joseph Ali,"2025-02-13",mobile,113.9,4
B,17485,Sarah Sanders,"2022-12-17",mobile,508.79,4
B,17493,Brad White,"2025-07-23",mobile,244.97,3
B,17495,William Rodgers,"2022-06-27",mobile,58.77,6
B,17497,Zachary Figueroa,"2021-04-20",mobile,168.73,2
A,17502,Zachary George,"2023-10-17",mobile,415.64,3
B,17503,Jodi Lee,"2025-08-09",mobile,59.2,5
B,17505,Kimberly King,"2023-06-17",mobile,144.82,4
A,17510,Nathan Branch,"2023-12-07",mobile,42.83,4
B,17513,Daniel Cannon,"2025-04-26",mobile,51.71,3
A,17514,Angela Livingston,"2025-02-01",mobile,151.04,5
B,17519,Matthew Lane,"2020-08-14",mobile,231.56,6
A,17522,Maria Patterson,"2022-01-17",mobile,68.67,4
A,17526,Patricia Stevens,"2023-06-26",mobile,55.07,4
B,17529,Megan Wagner,"2024-12-09",mobile,21.77,2
A,17532,Charles Warner,"2024-08-26",mobile,98.24,2
B,17539,Rhonda Clayton,"2023-11-15",mobile,173.19,3
B,17543,Brian Carter,"2021-11-13",mobile,12.9,2
A,17548,Vickie Edwards,"2024-12-07",mobile,308.97,2
A,17550,Daniel Wang,"2025-09-09",mobile,57.62,4
B,17551,Abigail Clark,"2023-12-03",mobile,623.26,2
B,17555,Karen Clark,"2025-07-01",mobile,56.78,3
A,17558,Victoria Stephenson,"2022-08-17",mobile,196.11,4
B,17561,Jerry White,"2025-03-30",mobile,300.6,5
B,17565,Jeremy Whitney,"2023-04-18",mobile,184.15,3
B,17569,Christopher Franklin,"2025-04-20",mobile,62.78,4
B,17571,Scott Morgan,"2024-11-15",mobile,30.71,2
A,17572,Mary Jones,"2025-07-25",mobile,841.49,5
A,17574,Amanda Mitchell,"2025-07-25",mobile,343.14,3
B,17575,Brandon Williams,"2024-03-16",mobile,73.17,5
B,17577,Kathryn Rogers,"2023-12-28",mobile,119.74,2
B,17579,Crystal Thomas,"2022-07-20",mobile,55.1,4
B,17585,Dawn Wallace,"2022-06-20",mobile,20.68,3
B,17587,Connie Thornton,"2020-11-29",mobile,317.91,4
A,17590,Whitney Maldonado,"2022-05-02",mobile,60.09,7
B,17591,Karen Matthews,"2020-10-04",mobile,111.02,5
A,17598,Eric Weaver,"2020-08-10",mobile,114.62,6
B,17599,Barbara Frye,"2025-10-20",mobile,127.85,4
A,17606,Curtis Butler,"2025-09-20",mobile,293.4,3
B,17609,Judy York,"2023-08-18",mobile,202.82,2
A,17612,Blake Hartman,"2021-07-13",mobile,767.94,6
B,17615,Steven Edwards,"2021-01-07",mobile,204.15,4
A,17616,Brittany Marquez,"2025-01-26",mobile,154.82,2
A,17618,Danielle Fowler,"2022-11-19",mobile,77.04,5
B,17623,Kevin Castro,"2021-02-07",mobile,93.57,2
A,17624,Daniel Gonzalez,"2021-08-14",mobile,78.54,5
A,17628,Nicholas Perez,"2024-06-25",mobile,318.49,2
B,17631,Stephanie Lester,"2022-06-21",mobile,788.88,6
B,17633,Chad Patterson,"2023-03-27",mobile,51.02,4
A,17638,Casey Zamora,"2024-02-06",mobile,29.05,4
A,17640,Mark Cook,"2024-05-02",mobile,110.53,2
A,17646,Theresa Garcia,"2020-10-17",mobile,40.51,7
A,17648,Justin Calhoun,"2023-12-15",mobile,65.7,4
B,17649,Carol Skinner,"2020-07-20",mobile,79.31,3
B,17651,Anthony Young,"2023-11-12",mobile,257.42,5
B,17655,Tonya Hays,"2024-09-27",mobile,184.34,2
A,17656,Haley Ibarra,"2024-10-31",mobile,345.08,8
A,17658,Cassandra Allen,"2024-12-26",mobile,44.73,2
B,17659,Angela Adams,"2020-10-18",mobile,17.19,3
A,17660,Leslie Snyder,"2023-10-02",mobile,27.61,3
B,17663,Melissa Vargas,"2023-04-07",mobile,371.29,2
B,17665,Joshua Munoz,"2025-01-10",mobile,81.78,6
B,17671,Eric Lyons,"2021-08-05",mobile,30.71,5
A,17672,Joyce Webb,"2024-10-17",mobile,16.16,3
A,17678,Hector Burke,"2020-11-10",mobile,330.3,4
A,17684,Eric Aguilar,"2022-09-10",mobile,44.73,8
A,17688,Jeffrey Webster,"2025-04-28",mobile,87.51,5
B,17689,William Gillespie,"2021-02-05",mobile,415.48,5
A,17698,Michelle Shepherd,"2023-01-22",mobile,149.37,5
A,17702,Judy Martinez MD,"2023-12-27",mobile,277.68,4
B,17703,John Woods,"2024-04-09",mobile,327.93,7
B,17705,Wesley Flores,"2021-05-30",mobile,343.45,3
B,17707,Michael Jackson Jr.,"2020-08-13",mobile,44.15,5
A,17710,William Lee,"2020-04-23",mobile,48.66,5
B,17711,Bethany Cisneros,"2020-05-29",mobile,264.26,5
B,17713,Jessica Collins,"2021-03-28",mobile,52.69,3
B,17715,Melanie Sims,"2025-01-08",mobile,151.74,4
B,17723,Justin Collins,"2020-11-07",mobile,166.25,2
A,17726,Melissa Rogers,"2023-03-05",mobile,45.01,4
A,17730,Jeffrey Nelson,"2022-09-29",mobile,287.1,5
A,17732,Robert Page,"2023-11-12",mobile,212.17,2
A,17736,Mallory Avila,"2022-03-17",mobile,114.13,3
A,17738,Jenna Rodriguez,"2023-10-18",mobile,102.53,2
A,17740,Marissa Martin,"2022-09-11",mobile,206.02,3
A,17748,Sarah Hernandez,"2022-11-23",mobile,480.47,6
B,17755,Shannon Delgado,"2024-08-02",mobile,20.73,3
A,17756,Jeffery Abbott,"2024-05-28",mobile,70.6,5
A,17762,Bonnie Lewis,"2020-03-29",mobile,94.69,5
B,17763,Mr. Paul Moran,"2025-03-27",mobile,31.7,2
A,17764,Olivia Smith,"2022-05-26",mobile,55.67,5
B,17767,Mary Wagner,"2024-04-05",mobile,124.25,2
A,17768,Jonathan Compton,"2024-12-29",mobile,278.94,3
B,17771,Tiffany Golden,"2025-02-09",mobile,18.58,5
B,17775,Patricia Short,"2022-05-13",mobile,448.75,4
B,17777,Rebecca Jacobson,"2024-08-26",mobile,247.99,5
A,17784,Kimberly Smith,"2021-03-13",mobile,516.38,4
A,17788,Brittany Moore,"2020-12-16",mobile,140.76,4
B,17789,Frank Medina,"2020-09-20",mobile,365.52,4
A,17792,Julie Conner,"2024-08-02",mobile,30.71,2
B,17795,Lisa Parker,"2024-03-03",mobile,518.52,4
A,17796,Sandra Norman,"2024-07-16",mobile,331.95,2
A,17802,Nathan Lang,"2022-06-13",mobile,470.6,4
A,17806,Nathaniel Lane,"2021-09-11",mobile,74.42,5
A,17808,Keith Joseph,"2020-10-16",mobile,84.97,3
A,17810,Diana Hamilton,"2020-12-10",mobile,32.54,3
B,17815,Melanie Smith,"2025-09-28",mobile,45.19,3
A,17822,Carolyn Carroll,"2021-11-25",mobile,26.37,2
A,17826,Kevin Lyons,"2020-02-18",mobile,136.38,3
A,17832,Daniel Jones,"2024-10-06",mobile,118.62,3
B,17833,Nathan Jackson,"2020-04-27",mobile,74.01,2
B,17837,Dana Long,"2022-02-15",mobile,147.17,2
B,17843,Michael Mercado,"2021-11-16",mobile,37.1,3
A,17844,Carl Peters,"2020-01-01",mobile,50.1,7
B,17847,Regina Lopez,"2024-04-21",mobile,174.48,4
B,17853,Christine Schwartz,"2025-05-24",mobile,168.65,5
B,17857,Peter Jensen,"2021-06-13",mobile,251.62,2
A,17858,Samantha Smith,"2022-12-11",mobile,55.97,5
B,17863,Paul Campos,"2020-08-10",mobile,278.35,3
B,17865,Joseph Murphy,"2023-01-10",mobile,139.55,2
A,17868,Cody Lutz,"2023-01-30",mobile,394.54,3
B,17869,Allen Elliott,"2021-12-06",mobile,409.84,3
A,17872,Courtney Bennett,"2024-11-09",mobile,338.61,4
A,17876,Joseph Flowers,"2025-07-08",mobile,469.93,4
A,17878,William Jenkins,"2022-11-21",mobile,272.75,4
A,17880,Dr. Adam Murphy,"2023-04-16",mobile,56.44,8
B,17881,Samuel Davis,"2022-09-30",mobile,169.43,6
B,17883,Mary Oneill,"2022-01-10",mobile,135.81,3
B,17887,Amy Brown,"2022-04-15",mobile,30.9,4
A,17888,Karen Knox,"2023-01-22",mobile,302.51,2
A,17890,James Sanchez,"2024-05-23",mobile,227.27,2
B,17891,Joseph Harris,"2021-10-04",mobile,342.37,6
A,17894,Sheila Maddox,"2024-12-07",mobile,77.09,2
B,17895,Karina Freeman,"2022-08-29",mobile,174.25,2
B,17899,Samuel Stephens,"2022-08-01",mobile,129.81,3
B,17901,Isaac Benson,"2020-07-05",mobile,425.49,8
A,17904,Bianca Wright,"2020-11-25",mobile,114.7,2
B,17905,Crystal Le,"2020-12-22",mobile,39.18,3
A,17906,Timothy Shea,"2024-10-23",mobile,215.81,6
